2010-12-16;117,51;1364964375;*FJODA* USA 1$ SIlver Eagle 2009 NGC MS69 (3)
2010-12-16;300;1364964402;*FJODA* USA 1$ SIlver Eagle 2009 GCN MS70
2010-12-16;114,08;1350014420;Zestaw 25x Maple Leaf  - 25oz. czystego srebra
2010-12-16;115,0005;1350014466;Zestaw 20x Philharmoniker  - 20oz. czystego srebra
2010-12-16;120,1;1355574723;Piêkna srebrna sztabka statua wolnoœci 10oz.
2010-12-16;107;1355575468;Srebrny Anio³ Wolnoœci 5oz. Meksyk 2004
2010-12-16;110;1362215654;ONE DOLLAR - UNCJA SREBRA 2010 !! PIÊKNA
2010-12-17;73;1366145149;Panda 2004 Pandy Chiny 1 oz Ag. 999
2010-12-17;100;1366144897;Panda 2001 Panda Chiny 1 oz Ag. 999
2010-12-17;199;1359001696;1 uncja srebra Silver Eagle 1998 z certyfikatem
2010-12-17;200;1350767384;1 uncja srebra Silver Eagle 1987 z certyfikatem
2010-12-17;207,5;1366734770;USA-ONE Dolar-Silver Eagle AG/AU
2010-12-18;125;1360824564;Sztabka Srebra -10 Przykazañ - 1 UNCJA Ag999
2010-12-19;315;1355411395;American Eagle.1992 !!! 999 Silver.Menniczy stan !
2010-12-19;102,6;1366475274;AUSTRALIJSKA SREBRNA KOALA 1991 r. - 1 Oz Ag 999
2010-12-19;119,25;1364815558;2 X  SZTABKA SREBRA - UNCJA SREBRA - SILVER TOWN
2010-12-19;116,51;1357514365;SZTABKA SREBRA - UNCJA SREBRA - SILVER TOWN
2010-12-23;103,75;1378197833;20 x 1 oz Ag 999 Wiener Philharmoniker
2010-12-23;104,25;1378197893;20 x 1 oz Ag 999 Wiener Philharmoniker
2010-12-23;105,99;1368582067;Wiener Philharmoniker 2008 /wiedeñscy filharmonicy
2010-12-23;105,51;1368582254;Wiener Philharmoniker 2009 /wiedeñscy filharmonicy
2010-12-26;135;1366389692;4 SZT.SZTABKA SREBRA - UNCJA SREBRA - SILVER TOWNE
2010-12-26;123,85;1366388271;2 X SZTABKA SREBRA - UNCJA SREBRA - SILVER TOWN
2010-12-27;103,5;1378651250;1 dolar 1991 uncja srebra.
2010-12-27;107;1378744255;1 UNCJA CZYSTEGO SREBRA PROBY 999
2010-12-27;107;1378744300;1 UNCJA CZYSTEGO SREBRA PROBY 999
2010-12-27;114,05;1378744327;1 UNCJA CZYSTEGO SREBRA PROBY 999
2010-12-28;103,5;1379578138;37.MEKSYK, FED., 1 UNCJA SREBRA - 1 PESO 1978
2010-12-28;112,6;1375089649;USA. Dolar 1995 r. Uncja srebra
2010-12-28;131,5;1379865950;USA 1 DOLAR DOLLAR 1986  UNCJA SREBRA
2010-12-28;113,3;1379865988;USA 1 DOLAR DOLLAR 1988  UNCJA SREBRA
2010-12-28;117,49;1379866044;USA 1 DOLAR DOLLAR 1992  UNCJA SREBRA
2010-12-28;120,24;1379866100;USA 1 DOLAR DOLLAR 1994  UNCJA SREBRA
2010-12-28;120,24;1379866136;USA 1 DOLAR DOLLAR 1997  UNCJA SREBRA
2010-12-28;130;1379866171;USA 1 DOLAR DOLLAR 2010  UNCJA SREBRA
2010-12-28;120,49;1379866311;MEKSYK 1 ONZA   1987 UNCJA SREBRA
2010-12-28;119,53;1379866369;KANADA 5 DOLLARS DOLARÓW 1994 UNCJA SREBRA
2010-12-28;122,56;1379866399;KANADA 5 DOLLARS DOLARÓW 1993 UNCJA SREBRA
2010-12-28;113,5;1379866428;KANADA 5 DOLLARS DOLARÓW 1992 UNCJA SREBRA
2010-12-28;110,2;1379866466;KANADA 5 DOLLARS DOLARÓW 1989 UNCJA SREBRA
2010-12-28;112,5;1379866512;KANADA 5 DOLLARS DOLARÓW 1988 UNCJA SREBRA
2010-12-28;131,5;1379866587;AUSTRALIA 5 DOLAR DOLLAR  2007 KOALA  UNCJA SREBRA
2010-12-28;137,5;1379866637;AUSTRALIA 5 DOLARÓW 1990 KOOKABURRA  UNCJA SREBRA
2010-12-28;144,71;1379866672;CHINY 10 JUANÓW 2007 PANDA  UNCJA SREBRA
2010-12-28;119,25;1379869161;KANADA 5 DOLLARS DOLARÓW 1994 (2)  UNCJA SREBRA
2010-12-28;129;1379869247;USA PANDA UNCJA SREBRA LOKACYJNEGO
2010-12-29;242,5;1381021929;Chiny - Panda 2007 - 1 oz Ag 999
2010-12-29;138,51;1381021938;Chiny - Tygrys 2010 - 1 oz Ag 999
2010-12-29;157,5;1371460834;1 Dolar Silver Eagle 2007 Certyfikat 1 uncja srebr
2010-12-30;135,8;1382284920;Australia, 1 Dolar 2008, Ag 999, 1 oz, Koala
2010-12-30;118,99;1382284967;Australia, 1 Dolar 2009, Ag 999, 1 oz, Koala
2011-01-02;127,5;1377042524;UNCJA SREBRA 999- SZWAJCARIA 1998 - 31,1 GRAM- 438
2011-01-02;122,5;1392103607;1 oz Ag 999 Wiener Philharmoniker
2011-01-02;120;1392103619;1 oz Ag 999 Wiener Philharmoniker
2011-01-02;116,25;1392103631;1 oz Ag 999 Wiener Philharmoniker
2011-01-02;116,25;1392103649;1 oz Ag 999 Wiener Philharmoniker
2011-01-02;131;1382715406;3906. USA 1 dollar 2010 - 1 oz fine Ag.999
2011-01-02;128,8;1385794468;1$  USA  Silver Eagle  2007    1oz fine silver 999
2011-01-02;123,5;1385794500;1$  USA  Silver Eagle  2008    1oz fine silver 999
2011-01-04;120,01;1392103486;1 oz Ag 999 Wiener Philharmoniker
2011-01-04;120,01;1392103499;1 oz Ag 999 Wiener Philharmoniker
2011-01-04;122,51;1392103507;1 oz Ag 999 Wiener Philharmoniker
2011-01-04;121,55;1392103516;1 oz Ag 999 Wiener Philharmoniker
2011-01-04;122,51;1392103530;1 oz Ag 999 Wiener Philharmoniker
2011-01-05;127,54;1391071099;1 dolar uncja srebra- kolor.
2011-01-06;120;1392183852;USA uncja srebra Pepsi-Cola st.L
2011-01-06;128,05;1367541871;2 SZT.SZTABKA SREBRA - UNCJA SREBRA - SILVER TOWNE
2011-01-08;133;1390426555;Koala 2008r. 1 OZ AG 999 STAN MENNICZY!!!
2011-01-08;122,5;1390427351;Kookaburra 2009r. 1 OZ AG 999 STAN MENNICZY!!!
2011-01-08;143,11;1390826910;Kookaburra 2009  - uncja srebra 1oz
2011-01-09;116;1385791334;EXPO'92 SEVILLA 200 000 tys. uncja srebra!!!
2011-01-09;113,49;1395581000;1 Uncja srebra Austria!
